,Airline,Airline ID,Source Airport,Destination Airport,Codeshare,Stops,Equipment,source_airport_idx,dest_airport_idx
59654,US,5265,MEM,CLT,,0,319,924,778
59655,US,5265,MEM,DCA,,0,CRJ,924,1196
59656,US,5265,MEM,DFW,,0,319,924,367
59657,US,5265,MEM,MIA,,0,ER4,924,370
59658,US,5265,MEM,ORD,,0,CR7,924,122
59659,US,5265,MEX,CLT,,0,319,395,778
59660,US,5265,MEX,DFW,,0,M80 M83,395,367
59661,US,5265,MEX,MIA,,0,738,395,370
59662,US,5265,MEX,ORD,,0,738,395,122
59663,US,5265,MEX,PHX,,0,319,395,1294
59664,US,5265,MFE,DFW,,0,M83 M80 319,1264,367
59665,US,5265,MGA,MIA,,0,738 E90 320 319,544,370
59666,US,5265,MGM,CLT,Y,0,CRJ,1266,778
59667,US,5265,MGM,DFW,Y,0,ERD ER4,1266,367
59668,US,5265,MHH,MIA,,0,ERD,209,370
59669,US,5265,MHK,DFW,,0,ER4,1267,367
59670,US,5265,MHK,ORD,,0,ERD ER4,1267,122
59671,US,5265,MHT,CLT,Y,0,CR9,1268,778
59672,US,5265,MHT,DCA,,0,CRJ,1268,1196
59673,US,5265,MHT,PHL,,0,CRJ,1268,1090
59674,US,5265,MIA,ANU,,0,738,370,247
59675,US,5265,MIA,ASU,,0,757,370,602
59676,US,5265,MIA,ATL,Y,0,ERD 738 ER4,370,194
59677,US,5265,MIA,AUA,,0,738,370,235
59678,US,5265,MIA,BAQ,,0,318 320,370,1716
59679,US,5265,MIA,BCN,,0,763,370,129
59680,US,5265,MIA,BDA,,0,738,370,1155
59681,US,5265,MIA,BDL,,0,738,370,1156
59682,US,5265,MIA,BGI,,0,757,370,1158
59683,US,5265,MIA,BHM,,0,ER4,370,1162
59684,US,5265,MIA,BNA,,0,ER4,370,1165
59685,US,5265,MIA,BOG,,0,763 757 330,370,42
59686,US,5265,MIA,BOS,,0,757 738,370,938
59687,US,5265,MIA,BSB,,0,757,370,102
59688,US,5265,MIA,BWI,,0,738,370,1174
59689,US,5265,MIA,BZE,Y,0,738,370,630
59690,US,5265,MIA,CDG,,0,763,370,441
59691,US,5265,MIA,CHS,,0,ER4,370,1180
59692,US,5265,MIA,CLE,,0,ER4,370,1182
59693,US,5265,MIA,CLO,,0,738 319 318 320,370,43
59694,US,5265,MIA,CLT,,0,319 321 320 734,370,778
59695,US,5265,MIA,CMH,,0,ER4,370,1184
59696,US,5265,MIA,CNF,,0,763,370,1186
59697,US,5265,MIA,CTG,,0,318 320,370,1718
59698,US,5265,MIA,CUN,,0,738,370,386
59699,US,5265,MIA,CUR,,0,738,370,237
59700,US,5265,MIA,CVG,,0,ER4,370,912
59701,US,5265,MIA,CWB,,0,763,370,603
59702,US,5265,MIA,CZM,,0,738,370,388
59703,US,5265,MIA,DCA,,0,738,370,1196
59704,US,5265,MIA,DEN,,0,738,370,1197
59705,US,5265,MIA,DFW,,0,738 757,370,367
59706,US,5265,MIA,DTW,,0,738,370,913
59707,US,5265,MIA,ELH,,0,ER4,370,196
59708,US,5265,MIA,EWR,,0,738 757,370,1047
59709,US,5265,MIA,EYW,,0,ERD,370,197
59710,US,5265,MIA,FDF,,0,738,370,250
59711,US,5265,MIA,FPO,,0,ER4 ERD,370,199
59712,US,5265,MIA,GCM,,0,738,370,1214
59713,US,5265,MIA,GGT,,0,ER4,370,200
59714,US,5265,MIA,GIG,,0,763,370,107
59715,US,5265,MIA,GND,,0,738,370,1220
59716,US,5265,MIA,GNV,,0,ER4,370,203
59717,US,5265,MIA,GRU,,0,777,370,108
59718,US,5265,MIA,GSO,,0,ER4,370,917
59719,US,5265,MIA,GUA,,0,738 E90,370,390
59720,US,5265,MIA,IAD,,0,738,370,1232
59721,US,5265,MIA,IAH,,0,738,370,1233
59722,US,5265,MIA,IND,,0,ER4,370,1236
59723,US,5265,MIA,JAX,,0,ER4 ERD,370,204
59724,US,5265,MIA,JFK,,0,763 757 738,370,369
59725,US,5265,MIA,KIN,,0,738,370,779
59726,US,5265,MIA,LAS,,0,738,370,336
59727,US,5265,MIA,LAX,,0,777 763 757,370,337
59728,US,5265,MIA,LGA,,0,738,370,921
59729,US,5265,MIA,LHR,,0,77W 777,370,467
59730,US,5265,MIA,LIM,,0,763 757,370,29
59731,US,5265,MIA,LIR,,0,738,370,543
59732,US,5265,MIA,LPB,,0,757,370,1099
59733,US,5265,MIA,LRM,,0,ER4,370,780
59734,US,5265,MIA,MAD,,0,763,370,470
59735,US,5265,MIA,MAO,,0,738,370,1261
59736,US,5265,MIA,MBJ,,0,738 757,370,1262
59737,US,5265,MIA,MCO,,0,757 738,370,207
59738,US,5265,MIA,MDE,,0,738 319 320,370,781
59739,US,5265,MIA,MEM,,0,ER4,370,924
59740,US,5265,MIA,MEX,,0,738,370,395
59741,US,5265,MIA,MGA,,0,738 E90 320 319,370,544
59742,US,5265,MIA,MHH,,0,ERD,370,209
59743,US,5265,MIA,MSP,,0,738,370,925
59744,US,5265,MIA,MSY,Y,0,738,370,926
59745,US,5265,MIA,MVD,,0,763,370,604
59746,US,5265,MIA,MXP,,0,763,370,472
59747,US,5265,MIA,NAS,,0,ER4 ERD,370,1281
59748,US,5265,MIA,ORD,,0,738 763,370,122
59749,US,5265,MIA,ORF,,0,ER4,370,1289
59750,US,5265,MIA,PAP,,0,738 763 757,370,782
59751,US,5265,MIA,PHL,,0,320 738 321 752,370,1090
59752,US,5265,MIA,PHX,,0,738,370,1294
59753,US,5265,MIA,PIT,,0,ER4,370,1296
59754,US,5265,MIA,PLS,,0,757,370,990
59755,US,5265,MIA,PNS,,0,ER4,370,213
59756,US,5265,MIA,POP,,0,757,370,1298
59757,US,5265,MIA,POS,,0,757,370,784
59758,US,5265,MIA,PTP,,0,738,370,251
59759,US,5265,MIA,PTY,,0,738,370,1031
59760,US,5265,MIA,PUJ,,0,738,370,371
59761,US,5265,MIA,RDU,,0,738,370,1305
59762,US,5265,MIA,REC,,0,757,370,1306
59763,US,5265,MIA,RIC,,0,ER4,370,1307
59764,US,5265,MIA,RTB,,0,738,370,632
59765,US,5265,MIA,SAL,,0,738 320 E90,370,1314
59766,US,5265,MIA,SAN,,0,738,370,1315
59767,US,5265,MIA,SAP,,0,738 320 E90 319,370,633
59768,US,5265,MIA,SCL,,0,763,370,600
59769,US,5265,MIA,SDF,,0,ER4,370,1321
59770,US,5265,MIA,SDQ,,0,757 763,370,253
59771,US,5265,MIA,SEA,,0,757,370,1322
59772,US,5265,MIA,SFO,,0,763 757 738,370,1323
59773,US,5265,MIA,SJO,,0,757 738,370,406
59774,US,5265,MIA,SJU,,0,738 757,370,961
59775,US,5265,MIA,SKB,,0,738,370,1328
59776,US,5265,MIA,SSA,,0,757,370,115
59777,US,5265,MIA,STI,Y,0,757 738,370,1334
59778,US,5265,MIA,STL,,0,738,370,123
59779,US,5265,MIA,STT,,0,757,370,963
59780,US,5265,MIA,STX,,0,738,370,964
59781,US,5265,MIA,SXM,,0,757 738,370,256
59782,US,5265,MIA,TGU,,0,757,370,634
59783,US,5265,MIA,TLH,,0,ER4 ERD,370,216
59784,US,5265,MIA,TPA,,0,738,370,217
59785,US,5265,MIA,TUL,,0,738,370,1342
59786,US,5265,MIA,UVF,Y,0,757,370,1347
59787,US,5265,MIA,YUL,,0,738,370,153
59788,US,5265,MIA,YYZ,,0,738,370,1063
59789,US,5265,MKE,CLT,Y,0,CRJ CR7 CR9,1269,778
59790,US,5265,MKE,DFW,,0,M80 M83 ER4,1269,367
59791,US,5265,MKE,ORD,Y,0,CRJ,1269,122
59792,US,5265,MKE,PHL,Y,0,CRJ,1269,1090
59793,US,5265,MKE,PHX,,0,320 319,1269,1294
59794,US,5265,MLB,CLT,,0,CRJ,1270,778
59795,US,5265,MLI,DFW,Y,0,ERD ER4,1271,367
59796,US,5265,MLI,ORD,Y,0,ER4 ERD,1271,122
59797,US,5265,MLM,DFW,,0,ER4,1272,367
59798,US,5265,MLU,DFW,,0,ER4,1273,367
59799,US,5265,MOB,CLT,,0,CRJ,1275,778
59800,US,5265,MOB,DFW,,0,ER4,1275,367
59801,US,5265,MQT,ORD,Y,0,ER4,1276,122
59802,US,5265,MRY,LAX,Y,0,CRJ,1277,337
59803,US,5265,MRY,PHX,Y,0,CRJ,1277,1294
59804,US,5265,MSN,DFW,,0,ER4,1278,367
59805,US,5265,MSN,ORD,Y,0,ER4 ERD,1278,122
59806,US,5265,MSP,CLT,,0,319 320 321,925,778
59807,US,5265,MSP,DCA,Y,0,E75 E70,925,1196
59808,US,5265,MSP,DFW,,0,M80 M83 738,925,367
59809,US,5265,MSP,MIA,,0,738,925,370
59810,US,5265,MSP,ORD,,0,E75,925,122
59811,US,5265,MSP,PHL,,0,319 E90,925,1090
59812,US,5265,MSP,PHX,,0,320 321 319,925,1294
59813,US,5265,MSY,CLT,,0,319 320,926,778
59814,US,5265,MSY,DCA,,0,319,926,1196
59815,US,5265,MSY,DFW,Y,0,M80 M83,926,367
59816,US,5265,MSY,MIA,Y,0,738,926,370
59817,US,5265,MSY,ORD,Y,0,E75,926,122
59818,US,5265,MSY,PHL,,0,319 E90,926,1090
59819,US,5265,MTY,DFW,,0,M80 M83,398,367
59820,US,5265,MUC,ATH,Y,0,320,188,431
59821,US,5265,MUC,DOH,,0,788,188,1046
59822,US,5265,MUC,IST,Y,0,320 321 738,188,791
59823,US,5265,MUC,JNB,,0,346 343 332,188,637
59824,US,5265,MUC,LIS,Y,0,320,188,469
59825,US,5265,MUC,PHL,,0,333,188,1090
59826,US,5265,MUC,SIN,,0,77W,188,177
59827,US,5265,MUC,SKG,Y,0,320,188,486
59828,US,5265,MVD,MIA,,0,763,604,370
59829,US,5265,MXP,JFK,,0,763,472,369
59830,US,5265,MXP,LIS,Y,0,319 320,472,469
59831,US,5265,MXP,MIA,,0,763,472,370
59832,US,5265,MYR,CLT,,0,CR7 CRJ,1279,778
59833,US,5265,MYR,DCA,Y,0,CRJ,1279,1196
59834,US,5265,MYR,PHL,Y,0,CRJ E75,1279,1090
59835,US,5265,MZT,DFW,Y,0,ERD ER4,399,367
59836,US,5265,MZT,PHX,,0,320 319,399,1294
59837,US,5265,NAN,AKL,Y,0,772 320 763 773,1280,1146
59838,US,5265,NAS,CLT,,0,319 734,1281,778
59839,US,5265,NAS,DCA,,0,319,1281,1196
59840,US,5265,NAS,DFW,,0,738,1281,367
59841,US,5265,NAS,MIA,,0,ER4 ERD,1281,370
59842,US,5265,NAS,PHL,,0,319 320,1281,1090
59843,US,5265,NCE,LIS,,0,ER4 100,473,469
59844,US,5265,NRT,DFW,,0,777,579,367
59845,US,5265,NRT,LAX,,0,777 388,579,337
59846,US,5265,NRT,ORD,,0,777,579,122
59847,US,5265,NRT,SIN,,0,388,579,177
59848,US,5265,OAJ,CLT,,0,CR7 CRJ,1283,778
59849,US,5265,OAJ,DCA,,0,CRJ,1283,1196
59850,US,5265,OAK,PHX,,0,319,1284,1294
59851,US,5265,OGG,DFW,,0,763,1285,367
59852,US,5265,OGG,HNL,Y,0,717,1285,1227
59853,US,5265,OGG,LAX,,0,757,1285,337
59854,US,5265,OGG,PHX,,0,752,1285,1294
59855,US,5265,OKC,DFW,,0,M80 M83,1286,367
59856,US,5265,OKC,LAX,Y,0,CR7,1286,337
59857,US,5265,OKC,ORD,,0,ER4,1286,122
59858,US,5265,OMA,CLT,Y,0,CR9,1287,778
59859,US,5265,OMA,DCA,Y,0,E70,1287,1196
59860,US,5265,OMA,DFW,,0,M80 M83,1287,367
59861,US,5265,OMA,ORD,,0,CR7,1287,122
59862,US,5265,OMA,PHX,,0,319,1287,1294
59863,US,5265,ONT,DFW,,0,M80 M83,1288,367
59864,US,5265,ONT,PHX,,0,320 319,1288,1294
59865,US,5265,OPO,EWR,Y,0,332,1744,1047
59866,US,5265,OPO,LIS,Y,0,ER4 320 319,1744,469
59867,US,5265,OPO,MAD,Y,0,ER4,1744,470
59868,US,5265,ORD,ABQ,Y,0,E75,122,1140
59869,US,5265,ORD,ALO,,0,ERD,122,1147
59870,US,5265,ORD,AMM,,0,340,122,889
59871,US,5265,ORD,ART,,0,ERD,122,1150
59872,US,5265,ORD,ATL,Y,0,E75 CR7,122,194
59873,US,5265,ORD,AUS,,0,M80 M83,122,1152
59874,US,5265,ORD,AZO,Y,0,ER4 ERD,122,909
59875,US,5265,ORD,BDL,,0,ER4 E75,122,1156
59876,US,5265,ORD,BMI,Y,0,ER4 ERD,122,1164
59877,US,5265,ORD,BNA,,0,ER4 CR7,122,1165
59878,US,5265,ORD,BOS,,0,738,122,938
59879,US,5265,ORD,BUF,Y,0,ER4 CR7 E75,122,1172
59880,US,5265,ORD,BWI,,0,E75,122,1174
59881,US,5265,ORD,CDG,,0,763,122,441
59882,US,5265,ORD,CHA,Y,0,ER4 ERD,122,910
59883,US,5265,ORD,CHO,Y,0,CRJ,122,1179
59884,US,5265,ORD,CID,Y,0,ER4,122,1181
59885,US,5265,ORD,CLE,,0,ER4 CR7 ERD,122,1182
59886,US,5265,ORD,CLT,,0,321 320 E90 319,122,778
59887,US,5265,ORD,CMH,,0,ER4 ERD,122,1184
59888,US,5265,ORD,CMI,,0,ER4 ERD,122,1185
59889,US,5265,ORD,COU,,0,ER4,122,1189
59890,US,5265,ORD,CUN,,0,738,122,386
59891,US,5265,ORD,CVG,,0,ER4,122,912
59892,US,5265,ORD,CWA,,0,ERD ER4,122,1192
59893,US,5265,ORD,DAY,,0,ER4,122,1194
59894,US,5265,ORD,DBQ,Y,0,ERD ER4,122,1195
59895,US,5265,ORD,DCA,,0,738 M83,122,1196
59896,US,5265,ORD,DEN,,0,CR7,122,1197
59897,US,5265,ORD,DFW,Y,0,M80 M83 738,122,367
59898,US,5265,ORD,DSM,,0,ERD ER4,122,1199
59899,US,5265,ORD,DTW,,0,ERD ER4 E75,122,913
59900,US,5265,ORD,DUB,,0,763,122,448
59901,US,5265,ORD,DUS,,0,763,122,182
59902,US,5265,ORD,ELP,Y,0,E75,122,1201
59903,US,5265,ORD,EVV,Y,0,ER4 ERD,122,914
59904,US,5265,ORD,EWR,,0,CR7 E75,122,1047
59905,US,5265,ORD,FAR,Y,0,ER4,122,1205
59906,US,5265,ORD,FCO,,0,763,122,451
59907,US,5265,ORD,FLL,,0,738,122,198
59908,US,5265,ORD,FNT,Y,0,ER4 ERD,122,1210
59909,US,5265,ORD,FSD,,0,ERD,122,1211
59910,US,5265,ORD,FWA,Y,0,ERD ER4,122,915
59911,US,5265,ORD,GRB,Y,0,ER4,122,1222
59912,US,5265,ORD,GRR,Y,0,ER4 ERD,122,1225
59913,US,5265,ORD,HPN,Y,0,ERD,122,945
59914,US,5265,ORD,HSV,,0,ER4,122,1229
59915,US,5265,ORD,IAH,,0,CR7,122,1233
59916,US,5265,ORD,ICT,Y,0,CRJ,122,1234
59917,US,5265,ORD,IND,Y,0,ER4 ERD E75 CR7,122,1236
59918,US,5265,ORD,IST,Y,0,330,122,791
59919,US,5265,ORD,JAX,,0,ER4 CR7,122,204
59920,US,5265,ORD,JFK,,0,738,122,369
59921,US,5265,ORD,LAS,,0,738 M83,122,336
59922,US,5265,ORD,LAX,,0,738,122,337
59923,US,5265,ORD,LEX,Y,0,ERD ER4,122,920
59924,US,5265,ORD,LGA,,0,738,122,921
59925,US,5265,ORD,LHR,,0,763 777,122,467
59926,US,5265,ORD,LIT,,0,ER4,122,1255
59927,US,5265,ORD,LSE,Y,0,ER4 ERD,122,1257
59928,US,5265,ORD,MAN,,0,763,122,471
59929,US,5265,ORD,MBJ,,0,738,122,1262
59930,US,5265,ORD,MCI,,0,CR7 ER4,122,1263
59931,US,5265,ORD,MCO,,0,738 M83 M80,122,207
59932,US,5265,ORD,MDT,Y,0,ERD CR7,122,923
59933,US,5265,ORD,MEM,,0,CR7,122,924
59934,US,5265,ORD,MEX,,0,738,122,395
59935,US,5265,ORD,MHK,Y,0,ERD ER4,122,1267
59936,US,5265,ORD,MIA,,0,738 763,122,370
59937,US,5265,ORD,MKE,Y,0,CRJ,122,1269
59938,US,5265,ORD,MLI,Y,0,ERD ER4,122,1271
59939,US,5265,ORD,MQT,Y,0,ER4,122,1276
59940,US,5265,ORD,MSN,Y,0,ER4 ERD,122,1278
59941,US,5265,ORD,MSP,,0,E75,122,925
59942,US,5265,ORD,MSY,Y,0,E75,122,926
59943,US,5265,ORD,NRT,,0,777,122,579
59944,US,5265,ORD,OKC,,0,ER4,122,1286
59945,US,5265,ORD,OMA,,0,CR7,122,1287
59946,US,5265,ORD,PBI,,0,M83 M80,122,211
59947,US,5265,ORD,PDX,,0,738,122,1291
59948,US,5265,ORD,PEK,,0,777,122,303
59949,US,5265,ORD,PHL,,0,320 321 319 E90,122,1090
59950,US,5265,ORD,PHX,,0,321 738 M83 320 M80,122,1294
59951,US,5265,ORD,PIA,,0,ERD,122,1295
59952,US,5265,ORD,PIT,,0,CR7 ER4 E75,122,1296
59953,US,5265,ORD,PSP,,0,M83,122,1300
59954,US,5265,ORD,PVG,,0,777,122,304
59955,US,5265,ORD,PVR,Y,0,M83,122,402
59956,US,5265,ORD,RDU,,0,738 M80 M83,122,1305
59957,US,5265,ORD,RIC,,0,ERD,122,1307
59958,US,5265,ORD,RNO,,0,738,122,1308
59959,US,5265,ORD,ROC,,0,ER4,122,1309
59960,US,5265,ORD,RST,Y,0,ERD ER4,122,1311
59961,US,5265,ORD,RSW,,0,M80 738,122,214
59962,US,5265,ORD,SAN,,0,738,122,1315
59963,US,5265,ORD,SAT,Y,0,CR7 E75,122,404
59964,US,5265,ORD,SDF,,0,ER4 E75,122,1321
59965,US,5265,ORD,SEA,,0,738,122,1322
59966,US,5265,ORD,SFO,,0,738,122,1323
59967,US,5265,ORD,SGF,Y,0,ERD ER4,122,1324
59968,US,5265,ORD,SJC,,0,738,122,1326
59969,US,5265,ORD,SJD,,0,M83 738,122,405
59970,US,5265,ORD,SJU,,0,738,122,961
59971,US,5265,ORD,SLC,Y,0,E75 CR7,122,1329
59972,US,5265,ORD,SNA,,0,738,122,407
59973,US,5265,ORD,STL,,0,M80 M83 738,122,123
59974,US,5265,ORD,SUX,,0,ER4,122,1336
59975,US,5265,ORD,SYR,,0,ER4 CR7,122,928
59976,US,5265,ORD,TOL,,0,ER4,122,1339
59977,US,5265,ORD,TPA,,0,M83 738 M80,122,217
59978,US,5265,ORD,TUL,Y,0,ER4 738,122,1342
59979,US,5265,ORD,TUS,,0,M83 M80,122,1343
59980,US,5265,ORD,TVC,Y,0,ERD ER4,122,1344
59981,US,5265,ORD,TYS,,0,ER4,122,930
59982,US,5265,ORD,XNA,,0,ER4 CR7,122,931
59983,US,5265,ORD,YKF,,0,ER4,122,1351
59984,US,5265,ORD,YUL,,0,CRJ,122,153
59985,US,5265,ORD,YYZ,,0,ER4 CR7,122,1063
59986,US,5265,ORF,CLT,,0,319 CR7,1289,778
59987,US,5265,ORF,DCA,,0,CRJ,1289,1196
59988,US,5265,ORF,DFW,,0,M80 M83,1289,367
59989,US,5265,ORF,JFK,,0,ER4,1289,369
59990,US,5265,ORF,LGA,,0,ERD,1289,921
59991,US,5265,ORF,MIA,,0,ER4,1289,370
59992,US,5265,ORF,PHL,,0,CRJ,1289,1090
59993,US,5265,PAP,FLL,,0,738,782,198
59994,US,5265,PAP,MIA,,0,738 763 757,782,370
59995,US,5265,PBC,DFW,,0,ERD,1290,367
59996,US,5265,PBI,CLT,,0,734 320 319,211,778
59997,US,5265,PBI,DCA,Y,0,E75 E70,211,1196
59998,US,5265,PBI,DFW,,0,738,211,367
59999,US,5265,PBI,LAX,Y,0,738,211,337
60000,US,5265,PBI,LGA,,0,738,211,921
60001,US,5265,PBI,ORD,,0,M83 738 M80,211,122
60002,US,5265,PBI,PHL,,0,E90 319,211,1090
60003,US,5265,PDX,CLT,,0,320,1291,778
60004,US,5265,PDX,DFW,,0,M83,1291,367
60005,US,5265,PDX,ORD,,0,738,1291,122
60006,US,5265,PDX,PHL,,0,320,1291,1090
60007,US,5265,PDX,PHX,,0,321 320 319,1291,1294
60008,US,5265,PEK,JFK,Y,0,773,303,369
60009,US,5265,PEK,LAX,Y,0,773,303,337
60010,US,5265,PEK,ORD,,0,777,303,122
60011,US,5265,PEK,SFO,Y,0,773,303,1323
60012,US,5265,PER,AKL,Y,0,772,172,1146
60013,US,5265,PGV,CLT,,0,CRJ,1292,778
60014,US,5265,PHF,CLT,,0,CR7,1293,778
60015,US,5265,PHF,PHL,Y,0,DH8,1293,1090
60016,US,5265,PHL,ABE,Y,0,DH8 CRJ,1090,1138
60017,US,5265,PHL,ALB,Y,0,DH8 E75 CRJ,1090,933
60018,US,5265,PHL,AMS,,0,752,1090,219
60019,US,5265,PHL,ART,Y,0,CRJ,1090,1150
60020,US,5265,PHL,ATH,,0,332,1090,431
60021,US,5265,PHL,ATL,,0,E90 319,1090,194
60022,US,5265,PHL,AUA,,0,320,1090,235
60023,US,5265,PHL,AUS,,0,319 E90,1090,1152
60024,US,5265,PHL,AVP,Y,0,DH8 CRJ,1090,1154
60025,US,5265,PHL,BCN,,0,332,1090,129
60026,US,5265,PHL,BDA,,0,319,1090,1155
60027,US,5265,PHL,BDL,,0,E90,1090,1156
60028,US,5265,PHL,BGM,Y,0,DH8,1090,1159
60029,US,5265,PHL,BGR,Y,0,E75 CRJ,1090,1160
60030,US,5265,PHL,BHM,,0,CRJ,1090,1162
60031,US,5265,PHL,BNA,,0,CRJ,1090,1165
60032,US,5265,PHL,BOS,,0,E90 319 321 320,1090,938
60033,US,5265,PHL,BRU,,0,762,1090,222
60034,US,5265,PHL,BTV,,0,E90,1090,1171
60035,US,5265,PHL,BUF,Y,0,DH8 CRJ E75 E70,1090,1172
60036,US,5265,PHL,BWI,,0,319 E90,1090,1174
60037,US,5265,PHL,CAE,Y,0,CRJ,1090,1175
60038,US,5265,PHL,CAK,,0,CRJ,1090,1176
60039,US,5265,PHL,CDG,,0,332,1090,441
60040,US,5265,PHL,CHO,Y,0,DH8,1090,1179
60041,US,5265,PHL,CHS,,0,CRJ,1090,1180
60042,US,5265,PHL,CLE,Y,0,CRJ E70 CR9 E75,1090,1182
60043,US,5265,PHL,CLT,,0,752 321 E90 734 762 332 319 320,1090,778
60044,US,5265,PHL,CMH,Y,0,CRJ E75 E70,1090,1184
60045,US,5265,PHL,CUN,,0,752 332 321 319,1090,386
60046,US,5265,PHL,CVG,,0,CRJ,1090,912
60047,US,5265,PHL,DAY,,0,CRJ,1090,1194
60048,US,5265,PHL,DCA,,0,CRJ 319 E90,1090,1196
60049,US,5265,PHL,DEN,,0,321 320,1090,1197
60050,US,5265,PHL,DFW,,0,M83 319 320 738 M80 E90 752,1090,367
60051,US,5265,PHL,DTW,,0,E90 320 319,1090,913
60052,US,5265,PHL,DUB,,0,332,1090,448
60053,US,5265,PHL,ELM,Y,0,DH8,1090,1200
60054,US,5265,PHL,ERI,Y,0,DH8,1090,1202
60055,US,5265,PHL,EWR,Y,0,CRJ DH8,1090,1047
60056,US,5265,PHL,FCO,,0,333,1090,451
60057,US,5265,PHL,FLL,,0,320 319,1090,198
60058,US,5265,PHL,FRA,,0,332 762,1090,453
60059,US,5265,PHL,GCM,,0,319,1090,1214
60060,US,5265,PHL,GLA,,0,752,1090,1219
60061,US,5265,PHL,GSO,Y,0,CRJ E75,1090,917
60062,US,5265,PHL,GSP,Y,0,CRJ,1090,918
60063,US,5265,PHL,HPN,Y,0,DH8 CRJ,1090,945
60064,US,5265,PHL,HVN,Y,0,DH8,1090,1231
60065,US,5265,PHL,IAH,,0,E90,1090,1233
60066,US,5265,PHL,ILM,Y,0,CRJ E75,1090,1235
60067,US,5265,PHL,IND,,0,E90 319,1090,1236
60068,US,5265,PHL,IPT,Y,0,DH8,1090,1237
60069,US,5265,PHL,ISP,Y,0,CRJ DH8,1090,1238
60070,US,5265,PHL,ITH,Y,0,DH8 CRJ,1090,1239
60071,US,5265,PHL,JAX,,0,E90,1090,204
60072,US,5265,PHL,LAS,,0,321 320,1090,336
60073,US,5265,PHL,LAX,,0,321 320,1090,337
60074,US,5265,PHL,LGA,,0,E90 319,1090,921
60075,US,5265,PHL,LHR,,0,333,1090,467
60076,US,5265,PHL,LIS,,0,752,1090,469
60077,US,5265,PHL,MAD,,0,333,1090,470
60078,US,5265,PHL,MAN,,0,332,1090,471
60079,US,5265,PHL,MBJ,,0,320 319 321,1090,1262
60080,US,5265,PHL,MCI,Y,0,E70 E75 CRJ,1090,1263
60081,US,5265,PHL,MCO,,0,762 321 752 320 332,1090,207
60082,US,5265,PHL,MDT,Y,0,DH8,1090,923
60083,US,5265,PHL,MHT,,0,CRJ,1090,1268
60084,US,5265,PHL,MIA,,0,738 321 752 320,1090,370
60085,US,5265,PHL,MKE,Y,0,CRJ,1090,1269
60086,US,5265,PHL,MSP,,0,E90 319,1090,925
60087,US,5265,PHL,MSY,,0,319 E90,1090,926
60088,US,5265,PHL,MUC,,0,333,1090,188
60089,US,5265,PHL,MYR,Y,0,CRJ E75,1090,1279
60090,US,5265,PHL,NAS,,0,319 320,1090,1281
60091,US,5265,PHL,ORD,,0,320 319 321 E90,1090,122
60092,US,5265,PHL,ORF,Y,0,DH8 CRJ E70,1090,1289
60093,US,5265,PHL,PBI,,0,319 E90,1090,211
60094,US,5265,PHL,PDX,,0,320,1090,1291
60095,US,5265,PHL,PHF,Y,0,DH8,1090,1293
60096,US,5265,PHL,PHX,,0,321 752,1090,1294
60097,US,5265,PHL,PIT,,0,319 E90 320,1090,1296
60098,US,5265,PHL,PLS,,0,319,1090,990
60099,US,5265,PHL,PUJ,,0,319 332 320,1090,371
60100,US,5265,PHL,PVD,,0,E90,1090,1301
60101,US,5265,PHL,PWM,,0,E90,1090,1792
60102,US,5265,PHL,RDU,,0,319 E90,1090,1305
60103,US,5265,PHL,RIC,Y,0,DH8 CR9 CRJ,1090,1307
60104,US,5265,PHL,ROA,Y,0,DH8,1090,927
60105,US,5265,PHL,ROC,Y,0,DH8 CRJ E70 E75,1090,1309
60106,US,5265,PHL,RSW,,0,319 E90 320,1090,214
60107,US,5265,PHL,SAN,,0,320,1090,1315
60108,US,5265,PHL,SAT,,0,E90,1090,404
60109,US,5265,PHL,SAV,Y,0,E75 E70 CRJ,1090,1316
60110,US,5265,PHL,SBY,Y,0,DH8,1090,1319
60111,US,5265,PHL,SCE,Y,0,CRJ DH8,1090,1320
60112,US,5265,PHL,SDF,Y,0,CRJ CR9,1090,1321
60113,US,5265,PHL,SDQ,,0,320,1090,253
60114,US,5265,PHL,SEA,,0,320 321,1090,1322
60115,US,5265,PHL,SFO,,0,320 321,1090,1323
60116,US,5265,PHL,SJU,,0,762 752 320,1090,961
60117,US,5265,PHL,SLC,,0,320,1090,1329
60118,US,5265,PHL,STL,Y,0,CRJ E70 E75,1090,123
60119,US,5265,PHL,STT,,0,752,1090,963
60120,US,5265,PHL,SWF,Y,0,DH8 CRJ,1090,1338
60121,US,5265,PHL,SXM,,0,332,1090,256
60122,US,5265,PHL,SYR,Y,0,DH8 CRJ E75 E70,1090,928
60123,US,5265,PHL,TLV,,0,332,1090,339
60124,US,5265,PHL,TPA,,0,321 320 319 734,1090,217
60125,US,5265,PHL,TYS,,0,CRJ,1090,930
60126,US,5265,PHL,VCE,,0,332,1090,493
60127,US,5265,PHL,YHZ,Y,0,E70 CRJ E75,1090,1350
60128,US,5265,PHL,YOW,Y,0,CRJ,1090,374
60129,US,5265,PHL,YQB,Y,0,CRJ,1090,148
60130,US,5265,PHL,YUL,Y,0,CRJ,1090,153
60131,US,5265,PHL,YYZ,Y,0,CRJ E75,1090,1063
60132,US,5265,PHL,ZRH,,0,762,1090,56
60133,US,5265,PHX,ABQ,Y,0,CR9 CRJ,1294,1140
